,id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
2287,2287,A,214.63,material_7,material_8,9,5,6,2,4,16.547,11.05,18.355,18.628,13.086,18.289,8.602,15.554,20.755,13.092,15.356,17.753,14.08,14.437,770.942,1
2289,2289,A,124.81,material_7,material_8,9,5,9,1,5,18.206,12.502,18.079,17.494,13.524,17.626,12.423,16.615,22.028,12.136,16.444,13.275,14.473,17.469,705.749,0
2291,2291,A,128.75,material_7,material_8,9,5,6,5,2,16.873,12.527,17.305,15.988,11.779,17.92,11.21,15.648,18.059,13.555,16.477,15.055,13.798,15.019,598.808,0
2294,2294,A,104.14,material_7,material_8,9,5,7,1,4,19.961,10.811,17.518,15.177,11.684,20.018,11.268,16.941,18.409,10.553,15.107,18.515,10.711,14.629,723.454,0
2295,2295,A,109.72,material_7,material_8,9,5,5,4,6,17.619,11.027,16.881,16.592,9.912,19.782,11.456,16.584,20.507,9.985,15.356,13.872,14.223,18.499,664.674,0
2296,2296,A,102.81,material_7,material_8,9,5,9,5,5,17.648,11.474,16.459,17.323,11.624,18.69,12.374,15.145,20.21,10.996,14.82,13.592,14.22,18.258,622.922,0
2297,2297,A,175.17,material_7,material_8,9,5,10,6,2,17.341,11.399,18.202,18.095,9.968,19.454,11.653,17.294,21.205,12.094,15.74,17.517,12.68,16.428,764.409,0
2298,2298,A,120.92,material_7,material_8,9,5,11,1,4,16.82,10.424,15.586,16.469,12.382,18.47,11.709,16.063,17.861,12.196,16.18,14.755,14.409,15.872,534.853,0
2299,2299,A,91.8,material_7,material_8,9,5,8,4,2,18.627,12.679,16.896,16.596,12.749,18.657,11.653,15.789,18.526,11.454,15.801,14.396,14.813,14.751,674.24,0
2301,2301,A,78.08,material_7,material_8,9,5,10,1,4,18.735,11.929,16.7,16.869,11.849,18.389,11.519,15.979,19.841,11.521,14.893,20.337,12.411,17.199,614.202,0
2302,2302,A,138.32,material_7,material_8,9,5,14,4,5,17.853,11.827,17.561,17.57,12.368,18.76,10.687,16.397,17.804,13.898,14.907,15.397,14.169,16.63,725.5,1
2304,2304,A,151.41,material_7,material_8,9,5,17,2,3,17.767,11.091,18.787,16.542,9.653,18.723,12.275,15.846,18.659,9.632,14.622,18.39,15.847,14.746,688.178,0
2305,2305,A,90.21,material_7,material_8,9,5,8,3,8,18.233,13.138,16.304,16.234,11.904,18.038,12.47,15.797,20.56,11.704,16.805,13.658,14.895,15.405,566.33,0
2306,2306,A,166.05,material_7,material_8,9,5,18,3,3,18.071,11.679,15.218,18.49,11.439,19.427,11.648,15.584,18.213,13.901,14.031,15.101,14.786,16.686,636.153,0
2309,2309,A,149.57,material_7,material_8,9,5,12,2,5,16.023,12.394,18.179,19.346,12.372,19.414,10.405,16.51,20.398,10.854,15.077,15.211,16.42,16.895,868.488,0
2310,2310,A,126.95,material_7,material_8,9,5,10,6,2,17.42,10.36,16.085,16.613,9.734,19.736,10.131,16.204,18.509,9.067,16.142,14.307,14.367,17.167,599.023,0
2311,2311,A,118.46,material_7,material_8,9,5,9,7,6,18.425,9.486,18.201,17.984,11.413,19.092,10.079,15.52,16.942,10.325,16.146,18.34,10.896,14.194,741.613,0
2312,2312,A,103.91,material_7,material_8,9,5,17,1,7,16.701,13.544,15.428,18.01,11.942,18.934,11.252,16.36,17.335,8.683,15.899,14.958,15.14,15.609,638.26,1
2314,2314,A,102.81,material_7,material_8,9,5,13,2,3,17.406,10.676,18.321,15.354,10.367,19.646,12.416,16.462,18.618,13.751,15.443,17.444,13.943,17.394,712.188,0
2315,2315,A,169.89,material_7,material_8,9,5,5,11,9,18.024,11.412,17.26,18.193,12.16,19.523,13.884,14.769,19.757,13.242,14.506,15.763,10.239,15.669,771.895,0
2317,2317,A,126.68,material_7,material_8,9,5,13,0,4,19.228,12.857,16.658,17.828,10.43,19.214,12.887,16.344,21.775,12.279,15.077,16.963,13.408,16.888,679.549,1
2318,2318,A,110.5,material_7,material_8,9,5,11,2,3,16.239,10.464,17.683,18.235,10.543,19.512,14.311,14.795,22.246,10.978,15.143,15.318,16.381,19.634,741.867,0
2319,2319,A,142.44,material_7,material_8,9,5,24,3,4,17.845,10.996,15.046,16.818,12.817,20.654,11.439,16.319,18.873,9.897,17.531,15.249,15.794,17.793,700.299,0
2322,2322,A,92.26,material_7,material_8,9,5,22,4,4,18.797,12.143,16.346,17.808,11.08,17.482,10.45,17.792,17.705,13.776,14.236,14.769,13.962,14.36,532.611,0
2323,2323,A,121.65,material_7,material_8,9,5,11,1,5,18.638,11.104,19.041,18.216,11.597,18.853,10.827,15.117,20.083,14.896,13.371,17.085,14.818,20.273,808.221,1
2325,2325,A,145.71,material_7,material_8,9,5,12,7,11,16.902,12.992,18.044,16.859,10.761,18.558,12.551,15.854,20.83,11.981,18.319,17.917,13.402,14.125,695.941,0
2334,2334,A,147.63,material_7,material_8,9,5,5,2,5,16.913,14.088,18.956,16.063,11.366,18.152,12.446,17.597,21.703,11.516,15.52,18.471,14.373,14.956,729.744,1
2336,2336,A,174.09,material_7,material_8,9,5,9,2,5,17.178,12.711,15.377,16.675,12.711,17.906,11.514,15.985,18.479,13.1,14.679,15.288,14.303,16.579,526.516,0
2339,2339,A,147.68,material_7,material_8,9,5,13,7,1,18.351,11.253,16.989,16.8,10.683,19.492,10.702,17.072,21.61,12.24,15.856,18.447,15.493,17.573,676.07,0
2340,2340,A,129.63,material_7,material_8,9,5,6,9,7,17.119,10.066,17.187,18.353,10.583,18.465,13.095,17.017,17.763,12.547,15.309,15.59,14.082,17.612,631.159,1
2345,2345,A,134.51,material_7,material_8,9,5,2,5,9,18.222,11.915,18.872,15.652,10.918,16.242,11.31,15.187,19.042,11.87,13.672,17.623,12.688,15.309,522.354,1
2346,2346,A,103.02,material_7,material_8,9,5,13,4,9,18.154,11.335,17.892,18.523,10.467,18.96,13.14,15.34,20.039,9.212,17.118,13.608,13.672,18.058,730.321,0
2347,2347,A,97.83,material_7,material_8,9,5,8,4,2,17.556,11.964,18.252,17.539,11.944,19.447,10.743,16.454,18.501,12.328,14.684,15.51,14.852,18.092,811.17,0
2348,2348,A,139.16,material_7,material_8,9,5,7,5,7,18.519,11.379,16.894,18.05,11.194,18.617,11.277,14.817,20.389,12.902,15.146,17.317,15.565,17.947,651.054,1
2349,2349,A,160.57,material_7,material_8,9,5,6,4,2,16.753,11.147,16.841,17.769,10.498,18.347,13.819,17.23,19.433,14.006,17.117,15.432,13.918,20.141,599.061,0
2356,2356,A,131.0,material_7,material_8,9,5,11,1,1,18.066,12.809,16.408,16.624,11.653,19.483,11.516,16.057,19.611,11.192,16.451,17.175,13.975,14.163,684.095,0
2358,2358,A,114.41,material_7,material_8,9,5,11,9,4,16.216,9.674,18.618,17.507,11.071,21.656,10.424,16.42,17.834,12.513,14.925,15.194,14.352,15.976,946.183,0
2359,2359,A,110.3,material_7,material_8,9,5,15,2,3,19.277,11.89,16.824,19.1,10.707,17.869,9.535,16.667,18.699,11.338,15.744,15.072,16.192,15.839,611.765,0
2361,2361,A,169.34,material_7,material_8,9,5,13,4,3,18.332,11.047,17.853,18.009,11.13,19.717,11.405,15.912,19.407,11.083,12.899,17.456,14.011,15.271,785.062,0
2363,2363,A,93.59,material_7,material_8,9,5,12,5,6,17.998,12.089,17.702,17.438,12.065,18.297,9.279,15.874,21.077,10.292,15.789,12.621,12.847,18.415,690.786,0
2364,2364,A,223.99,material_7,material_8,9,5,19,4,6,17.437,12.855,16.44,18.056,11.213,18.552,11.074,15.785,19.661,13.637,17.054,14.965,12.972,15.725,641.743,1
2365,2365,A,160.0,material_7,material_8,9,5,5,9,3,20.256,13.682,15.722,16.925,11.854,19.151,10.588,16.586,20.005,13.423,13.183,15.845,14.718,18.796,643.331,0
2368,2368,A,167.95,material_7,material_8,9,5,5,9,4,17.67,12.191,15.549,16.533,10.444,19.935,9.885,14.204,19.295,16.052,16.37,15.545,12.088,14.832,625.696,1
2371,2371,A,54.83,material_7,material_8,9,5,9,4,4,18.056,11.813,17.942,15.722,13.519,17.775,12.206,15.688,21.802,12.59,15.786,17.047,18.742,20.577,651.047,0
2372,2372,A,144.62,material_7,material_8,9,5,10,6,3,16.889,11.325,18.154,17.124,11.55,21.016,11.182,14.9,17.463,14.06,16.801,15.662,15.057,17.965,895.375,0
2376,2376,A,113.17,material_7,material_8,9,5,8,1,6,15.892,11.822,15.916,17.712,10.672,19.227,12.333,17.003,20.369,10.836,16.351,16.43,17.662,17.609,623.296,0
2377,2377,A,80.8,material_7,material_8,9,5,5,5,4,16.249,12.012,19.078,18.695,11.363,20.002,11.657,16.606,20.491,13.377,16.392,15.603,13.44,17.694,919.779,0
2379,2379,A,155.71,material_7,material_8,9,5,6,13,2,17.929,12.839,15.765,17.484,11.769,18.789,11.849,16.462,19.262,13.076,15.598,13.9,14.12,15.752,618.12,1
2383,2383,A,145.76,material_7,material_8,9,5,11,2,4,17.53,12.324,16.774,17.351,11.651,19.038,9.798,17.838,19.063,13.346,14.574,15.61,13.148,15.382,682.419,0
2384,2384,A,113.43,material_7,material_8,9,5,6,0,7,18.667,9.814,17.823,15.68,11.028,18.306,13.264,15.58,17.422,13.735,15.524,17.186,15.445,17.777,590.66,1
2387,2387,A,98.89,material_7,material_8,9,5,15,3,4,17.278,13.009,17.871,17.182,12.885,18.503,11.028,14.312,20.557,13.121,14.83,17.743,13.816,13.897,743.77,0
2388,2388,A,111.61,material_7,material_8,9,5,10,4,11,19.6,12.372,17.219,15.557,10.05,19.134,11.998,16.019,15.74,14.69,13.814,16.434,14.553,17.155,629.8,0
2389,2389,A,131.92,material_7,material_8,9,5,18,7,3,16.028,13.072,18.475,17.067,10.988,20.094,9.374,16.802,15.66,12.767,14.239,17.211,14.446,19.621,853.393,0
2390,2390,A,152.26,material_7,material_8,9,5,16,3,6,15.843,13.269,17.112,15.369,11.334,19.15,12.074,15.787,17.665,13.367,16.087,15.552,15.118,17.876,665.282,0
2391,2391,A,131.04,material_7,material_8,9,5,12,3,7,18.756,11.685,17.674,15.061,12.81,20.05,13.067,16.321,20.462,9.693,13.161,16.701,15.651,14.734,774.049,0
2392,2392,A,134.07,material_7,material_8,9,5,10,7,7,17.598,12.261,16.154,16.837,10.609,19.676,10.762,16.855,17.781,10.532,14.156,16.264,15.866,15.049,654.498,0
2394,2394,A,102.19,material_7,material_8,9,5,7,0,6,17.313,10.99,16.468,17.196,12.474,18.523,10.765,15.92,17.607,11.937,14.985,14.949,14.079,12.884,621.673,1
2397,2397,A,114.56,material_7,material_8,9,5,11,6,3,18.193,11.352,15.05,16.007,10.909,19.667,10.183,15.802,18.386,11.541,15.94,16.988,18.42,17.767,559.469,1
2398,2398,A,119.68,material_7,material_8,9,5,14,5,4,17.242,12.662,17.669,18.926,12.107,17.65,9.595,17.088,21.426,12.855,14.77,18.083,17.661,18.979,688.739,0
2402,2402,A,143.91,material_7,material_8,9,5,6,3,6,17.889,10.509,16.82,19.581,11.343,18.82,10.637,14.958,23.155,13.634,16.537,13.769,15.712,17.292,694.515,0
2404,2404,A,96.04,material_7,material_8,9,5,9,4,4,17.754,11.951,16.303,17.109,12.334,18.236,12.142,15.167,22.2,12.349,16.191,19.557,16.407,17.164,597.847,0
2405,2405,A,118.47,material_7,material_8,9,5,16,5,3,17.595,12.292,16.338,16.36,11.959,19.867,11.968,17.525,19.022,11.406,14.012,13.075,12.618,18.512,702.811,0
2406,2406,A,102.08,material_7,material_8,9,5,12,4,9,18.08,11.529,15.586,16.514,10.24,18.782,11.877,17.092,20.071,13.836,13.41,15.301,11.688,16.648,522.471,0
2408,2408,A,118.02,material_7,material_8,9,5,7,4,6,18.07,11.81,14.941,18.057,11.281,19.658,9.793,15.196,18.508,9.022,14.169,17.892,18.501,17.727,623.278,0
2415,2415,A,96.63,material_7,material_8,9,5,3,8,11,17.749,11.686,16.629,16.429,11.536,19.337,11.575,14.972,19.625,13.054,15.901,16.367,13.417,15.245,660.999,0
2416,2416,A,100.25,material_7,material_8,9,5,0,0,10,18.142,11.88,16.932,17.371,12.704,19.141,11.517,15.426,20.59,15.49,15.904,14.714,11.589,15.166,721.221,0
2418,2418,A,150.54,material_7,material_8,9,5,10,5,8,18.297,10.135,17.573,17.915,11.17,18.406,12.087,15.768,18.691,14.075,15.783,15.879,14.047,13.988,653.437,0
2421,2421,A,149.47,material_7,material_8,9,5,15,4,4,17.917,13.152,17.178,17.845,11.287,20.484,12.276,16.0,19.244,11.331,16.139,17.411,14.587,16.149,835.539,0
2422,2422,A,129.55,material_7,material_8,9,5,8,3,4,19.791,13.632,16.523,17.915,12.462,18.862,9.307,17.17,16.945,12.07,14.544,15.43,12.995,19.05,708.923,0
2424,2424,A,73.56,material_7,material_8,9,5,6,4,6,17.383,12.597,14.8,17.539,12.626,18.092,8.502,16.107,16.605,14.06,14.811,15.982,15.497,16.236,526.264,0
2425,2425,A,108.45,material_7,material_8,9,5,11,5,2,18.23,11.905,17.297,18.659,9.53,19.183,11.525,16.135,19.159,12.334,17.256,17.765,13.53,16.26,701.425,1
2426,2426,A,114.63,material_7,material_8,9,5,10,2,6,18.493,12.237,18.11,16.073,9.568,19.922,11.083,15.876,21.465,11.223,15.864,14.935,15.974,19.023,743.037,1
2427,2427,A,132.67,material_7,material_8,9,5,14,1,2,19.312,11.328,16.78,16.613,10.098,20.129,11.706,17.248,21.407,12.443,14.501,18.422,13.345,13.124,694.604,0
2430,2430,A,154.32,material_7,material_8,9,5,9,2,7,19.602,13.399,16.761,18.707,11.897,21.623,13.714,14.99,21.602,13.837,16.717,13.848,11.33,13.659,940.484,0
2431,2431,A,128.14,material_7,material_8,9,5,5,9,1,16.792,11.733,16.015,17.807,11.882,18.56,11.647,16.607,17.831,12.362,15.634,15.214,13.857,17.77,609.584,0
2433,2433,A,158.5,material_7,material_8,9,5,5,1,10,18.251,12.181,15.47,18.591,13.041,16.611,11.121,17.218,18.671,12.276,16.763,13.281,12.493,16.661,483.892,0
2436,2436,A,113.61,material_7,material_8,9,5,12,3,0,18.123,13.097,18.241,15.744,9.247,17.764,11.766,17.65,15.509,13.517,14.588,15.174,12.651,17.193,580.186,0
2437,2437,A,143.76,material_7,material_8,9,5,8,0,4,18.65,11.928,17.53,17.13,12.277,17.98,10.41,16.434,21.666,9.028,15.617,16.268,16.35,14.439,650.902,0
2439,2439,A,128.26,material_7,material_8,9,5,12,2,1,16.803,11.466,16.519,19.675,11.86,19.193,11.758,16.785,17.603,12.004,13.495,16.274,14.125,18.386,735.141,0
2441,2441,A,84.77,material_7,material_8,9,5,7,2,3,16.634,11.032,18.019,17.696,11.445,17.721,10.622,15.147,17.076,13.164,16.107,15.267,14.8,15.988,640.425,0
2442,2442,A,93.13,material_7,material_8,9,5,14,2,5,17.325,12.687,18.527,15.703,12.869,19.63,12.143,15.209,21.638,13.03,15.361,15.014,16.71,18.899,825.881,0
2445,2445,A,132.97,material_7,material_8,9,5,18,1,3,18.203,11.686,15.605,16.733,11.435,19.193,9.766,16.868,21.226,12.373,15.768,17.641,16.715,16.872,593.95,0
2446,2446,A,101.34,material_7,material_8,9,5,14,2,3,18.186,13.668,16.896,17.332,9.51,20.442,9.53,16.517,19.256,9.775,14.723,16.466,17.357,17.096,765.226,0
2451,2451,A,111.88,material_7,material_8,9,5,6,5,3,18.026,11.293,17.648,19.418,11.408,18.84,12.351,15.941,19.795,10.361,16.194,15.656,15.625,15.463,753.948,0
2452,2452,A,155.79,material_7,material_8,9,5,8,3,5,18.083,12.317,17.168,16.86,12.189,20.153,10.371,15.298,18.363,9.366,16.655,17.62,18.326,18.207,792.469,0
2456,2456,A,106.83,material_7,material_8,9,5,3,3,11,18.652,11.656,14.314,16.284,12.82,17.887,9.951,16.089,21.353,13.003,16.639,14.794,14.17,19.246,438.759,0
2457,2457,A,99.89,material_7,material_8,9,5,6,13,7,17.795,10.985,17.459,16.611,13.673,19.104,11.258,14.903,19.571,13.069,15.605,16.901,12.866,15.768,740.095,0
2458,2458,A,172.54,material_7,material_8,9,5,6,9,8,16.828,10.588,17.357,18.047,11.051,19.227,12.174,14.849,19.413,16.065,16.652,16.837,13.495,18.021,710.032,0
2460,2460,A,96.88,material_7,material_8,9,5,12,5,7,17.943,12.178,16.915,17.362,10.582,19.809,11.354,16.476,16.246,13.803,14.627,13.994,12.568,17.52,722.48,0
2462,2462,A,83.38,material_7,material_8,9,5,12,1,4,15.118,10.923,16.852,17.354,11.694,19.369,11.423,16.741,18.762,10.088,14.423,15.131,15.589,18.98,692.936,0
2464,2464,A,166.47,material_7,material_8,9,5,7,6,10,17.185,11.238,17.596,17.969,12.339,19.329,13.735,17.29,19.59,10.252,15.097,12.616,12.91,17.527,772.99,0
2468,2468,A,127.77,material_7,material_8,9,5,12,2,7,17.36,10.125,18.611,16.756,11.38,19.217,10.655,16.019,22.221,11.111,17.493,17.968,16.658,13.56,751.485,0
2469,2469,A,98.68,material_7,material_8,9,5,6,7,6,19.249,11.903,17.182,16.464,12.611,18.667,12.053,15.739,21.052,12.514,14.689,18.732,16.097,15.275,673.028,0
2471,2471,A,135.81,material_7,material_8,9,5,10,2,6,18.563,11.357,16.294,18.445,11.95,18.835,12.1,16.49,19.862,12.892,13.986,16.18,16.92,17.866,660.969,0
2473,2473,A,130.34,material_7,material_8,9,5,10,5,8,16.994,11.548,19.267,17.687,10.049,18.272,12.325,15.835,19.434,12.733,15.583,17.036,16.389,16.868,730.29,1
2474,2474,A,88.75,material_7,material_8,9,5,2,0,6,16.642,11.366,16.178,17.499,12.663,19.033,12.92,16.455,18.806,14.397,15.585,12.744,13.344,15.089,661.392,0
2475,2475,A,121.79,material_7,material_8,9,5,22,2,4,18.738,13.143,18.403,16.766,11.228,18.75,12.548,15.729,20.084,13.63,14.458,16.417,14.584,16.169,744.332,0
2476,2476,A,184.43,material_7,material_8,9,5,12,1,3,17.12,10.722,17.893,16.818,10.334,19.997,10.536,15.203,20.454,13.773,17.069,17.017,12.134,17.404,753.699,0
2478,2478,A,173.06,material_7,material_8,9,5,10,5,6,16.882,9.818,15.876,17.663,13.335,19.355,12.6,16.932,19.815,11.377,13.217,18.38,13.975,14.747,667.437,0
2481,2481,A,172.19,material_7,material_8,9,5,12,1,2,16.79,12.894,18.015,16.676,14.172,19.987,11.145,16.244,21.247,10.502,14.905,19.374,13.376,15.959,884.223,1
2487,2487,A,75.55,material_7,material_8,9,5,18,2,6,16.286,11.978,17.098,17.024,11.884,20.172,11.394,16.471,20.963,12.571,14.995,17.415,16.236,16.488,783.646,0
2488,2488,A,126.81,material_7,material_8,9,5,9,2,6,16.476,10.54,17.565,18.687,12.53,20.165,13.08,16.511,19.997,13.187,16.495,16.092,13.617,14.125,848.151,0
2489,2489,A,191.39,material_7,material_8,9,5,12,5,1,17.975,10.306,17.854,17.442,9.683,16.432,11.017,17.272,18.492,11.04,15.074,16.844,15.1,15.636,469.575,0
2491,2491,A,83.99,material_7,material_8,9,5,11,4,4,18.387,12.414,17.893,17.707,12.787,19.346,11.162,15.981,20.32,12.165,16.956,15.934,14.02,16.301,813.379,0
2494,2494,A,122.65,material_7,material_8,9,5,6,3,6,18.16,12.065,17.363,18.115,12.631,20.26,10.839,16.941,19.786,11.002,16.13,13.829,14.676,17.423,853.858,0
2499,2499,A,77.34,material_7,material_8,9,5,18,3,1,17.582,11.424,16.758,18.133,12.005,18.939,11.621,16.192,18.119,11.042,15.847,16.334,15.445,15.162,691.562,1
2500,2500,A,140.45,material_7,material_8,9,5,4,7,7,16.743,12.529,17.583,18.475,11.182,18.248,11.245,17.057,19.587,14.609,15.364,16.263,16.54,19.477,691.758,0
2501,2501,A,195.33,material_7,material_8,9,5,7,1,13,17.809,11.635,16.748,17.757,10.208,18.772,12.693,15.768,21.114,12.259,15.842,17.983,15.167,14.227,625.377,0
2502,2502,A,161.16,material_7,material_8,9,5,6,11,8,18.16,12.068,16.138,16.025,11.783,18.995,11.098,15.853,17.778,11.572,16.337,16.236,14.522,18.806,606.121,0
2503,2503,A,84.78,material_7,material_8,9,5,13,1,7,17.9,12.953,17.863,17.549,12.234,20.867,11.84,19.354,20.631,11.318,15.065,13.381,14.321,16.775,918.863,0
2504,2504,A,146.62,material_7,material_8,9,5,17,3,3,18.674,12.151,17.582,18.741,12.325,19.42,12.83,16.764,21.83,12.447,15.28,14.447,15.937,17.162,812.275,1
2508,2508,A,145.66,material_7,material_8,9,5,15,3,3,17.981,12.905,17.681,15.903,11.675,19.127,11.941,16.646,20.106,13.271,14.918,16.434,13.714,15.866,713.956,1
2510,2510,A,107.79,material_7,material_8,9,5,5,5,8,16.793,12.6,17.805,17.856,12.426,20.227,10.871,15.818,19.551,11.037,16.956,14.873,15.963,16.032,873.699,0
2511,2511,A,113.53,material_7,material_8,9,5,7,4,4,15.301,10.834,18.458,17.813,13.069,18.189,11.929,16.713,21.396,13.161,16.169,16.413,15.066,19.223,744.134,0
2512,2512,A,177.09,material_7,material_8,9,5,8,3,1,17.821,12.584,16.729,18.449,12.394,18.657,12.072,15.88,17.889,12.358,15.68,15.991,12.821,15.658,703.238,1
2514,2514,A,100.92,material_7,material_8,9,5,11,3,4,18.828,11.676,15.662,15.778,11.543,19.231,12.177,15.394,14.442,11.505,15.602,16.126,15.396,14.285,577.113,0
2515,2515,A,215.94,material_7,material_8,9,5,16,7,3,17.317,10.486,19.624,17.552,11.751,19.755,11.643,15.965,19.442,13.091,15.915,16.44,12.908,17.499,889.6,1
2516,2516,A,123.83,material_7,material_8,9,5,10,3,3,17.41,11.295,18.488,17.481,12.508,19.138,11.251,17.042,20.024,11.076,17.438,15.794,13.635,14.84,803.07,0
2517,2517,A,91.56,material_7,material_8,9,5,10,2,5,19.113,12.67,15.82,17.237,12.034,17.695,10.099,16.618,21.88,12.214,15.041,18.858,15.372,16.154,535.105,0
2520,2520,A,93.07,material_7,material_8,9,5,5,3,4,19.693,13.088,17.575,15.534,12.383,20.84,11.016,15.187,19.257,12.249,15.543,16.515,13.291,16.102,851.556,0
2521,2521,A,118.54,material_7,material_8,9,5,13,5,3,18.231,10.877,16.143,17.789,10.547,18.053,11.925,16.424,16.701,11.882,16.064,16.001,14.637,15.132,532.029,1
2527,2527,A,109.89,material_7,material_8,9,5,10,11,9,17.89,11.071,16.164,18.608,11.675,19.517,10.162,18.256,16.915,13.305,14.132,17.189,14.756,17.129,699.267,0
2529,2529,A,180.55,material_7,material_8,9,5,10,6,7,17.931,10.641,19.206,15.181,10.687,19.45,11.746,16.779,19.89,13.852,15.191,15.119,12.639,16.207,752.711,1
2530,2530,A,116.03,material_7,material_8,9,5,22,4,3,16.71,12.54,18.032,17.644,10.676,18.872,10.127,16.277,20.677,11.709,16.188,13.804,14.951,17.26,732.126,0
2532,2532,A,175.69,material_7,material_8,9,5,16,0,3,19.976,11.245,14.814,17.248,10.281,18.329,13.352,17.365,17.819,11.36,16.696,14.138,15.874,15.413,457.968,0
2533,2533,A,146.04,material_7,material_8,9,5,7,7,5,17.96,12.404,18.438,17.266,11.722,17.104,11.612,16.141,16.53,12.337,16.132,15.335,16.008,15.856,633.987,1
2538,2538,A,73.43,material_7,material_8,9,5,16,11,8,19.373,11.897,18.211,16.488,13.322,18.506,9.947,16.056,18.991,14.085,15.594,16.099,14.68,17.826,740.401,0
2542,2542,A,126.27,material_7,material_8,9,5,4,2,8,18.389,10.566,18.295,19.956,12.27,19.883,9.394,16.87,20.002,12.982,15.411,17.104,13.319,14.11,898.239,0
2543,2543,A,113.9,material_7,material_8,9,5,16,6,4,16.457,9.297,17.403,15.651,10.795,20.667,10.388,16.094,21.92,11.853,16.075,17.293,14.615,15.828,734.482,0
2545,2545,A,100.65,material_7,material_8,9,5,9,5,5,17.889,11.636,16.252,17.802,10.947,18.466,10.349,18.086,17.534,12.609,15.063,19.195,15.762,17.496,591.856,0
2553,2553,A,129.41,material_7,material_8,9,5,12,7,5,17.062,10.032,17.863,17.785,13.805,17.815,11.604,16.444,21.508,11.15,16.649,13.6,14.392,18.697,685.206,0
2556,2556,A,109.8,material_7,material_8,9,5,14,4,1,16.616,12.39,17.081,16.455,11.261,19.964,10.523,18.437,20.232,10.142,15.576,16.05,16.724,19.885,739.879,1
2559,2559,A,148.89,material_7,material_8,9,5,11,1,6,18.297,11.978,16.148,18.418,12.267,18.23,9.596,14.593,17.982,13.553,15.357,15.284,14.637,16.258,621.804,0
2563,2563,A,115.0,material_7,material_8,9,5,15,8,5,17.811,12.961,16.167,16.797,12.09,18.89,11.172,15.533,17.352,12.427,16.738,15.087,13.589,17.68,641.364,0
2565,2565,A,184.95,material_7,material_8,9,5,9,3,6,18.005,11.169,17.686,17.416,12.118,20.722,10.59,15.796,18.363,12.716,15.652,15.861,15.258,17.826,862.71,0
2567,2567,A,150.19,material_7,material_8,9,5,6,2,5,17.558,11.959,17.723,14.813,12.067,18.12,10.102,16.813,19.447,13.152,14.481,13.106,13.812,16.921,605.779,1
